source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,month,year
Oregon DOT,,8268,2014-12-20 10:19:00,,"US 101, milepost 84",,"US 101, milepost 84",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8268.0,United States,US,Oregon,1035.0,Pacific City,9.16612,07/05/2016 06:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8608,45.2423,12,2014
Oregon DOT,,8076,2015-12-11 17:41:00,,"US 20, milepost 23",,"US 20, milepost 23",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8076.0,United States,US,Oregon,3465.0,Toledo,12.84841,06/30/2016 07:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.7785,44.6394,12,2015
NBC 7,http://www.nbcsandiego.com/news/local/Harmony-Grove-Mudslide-Wilglen-Drive-San-Diego-Cocos-Fire-284775311.html,6421,2014-12-04 00:00:00,,along Harmony Grove Road and Wilglen Drive,"A mudslide swept through one North County community Thursday, blocking a road and surrounding a home that escaped damage in the Cocos Fire.",along Harmony Grove Road and Wilglen Drive,1km,debris_flow,rain,small,burned_area,0.0,0.0,,http://media.nbcsandiego.com/images/652*367/cocos-fire-mudslide-1204.jpg,,glc,6421.0,United States,US,California,143911.0,Escondido,5.53682,01/14/2016 05:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.1375,33.0938,12,2014
Lost Coast Outpost,https://lostcoastoutpost.com/2016/jan/23/mud-slide-closes-scenic-drive-north-westhaven-driv/,9240,2016-01-23 00:00:00,,Westhaven bluff,"Powered by rain and gravity, another chunk of the Westhaven bluff migrated downhill to the sea early Saturday morning, blocking Scenic Drive about a mile north of the Highway 101 exit at Moonstone Beach.  The slide flowed over Scenic Drive shortly after midnight, dumping tons of earth on the roadway and all the way down the slope below the road to the beach.  No word on plans to clear the debris, although the uphill portion of the rain-saturated bluff looks like more mud may want to make the trip.  The slide is a couple hundred yards south of the Camel Rock/Houda Beach parking area, which is still accessible from the Trinidad end of Scenic Drive.",Westhaven bluff,1km,mudslide,rain,small,above_road,0.0,0.0,,https://lostcoastoutpost.com/media/cache/7d/d3/7dd388b58cf91b61b1f1927ad9ada7f6.jpg,,glc,9240.0,United States,US,California,1205.0,Westhaven-Moonstone,1.5876,08/01/2016 01:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1109,41.0321,1,2016
4 Southern California,http://www.nbclosangeles.com/news/local/Mud-Debris-Flows-Reported-in-Glendora--247820991.html#http://www.nbclosangeles.com/news/local/Mud-Debris-Flows-Reported-in-Glendora--247820991.html,5901,2014-02-26 12:00:00,,"1311 Pebble Springs Ln Glendora, CA 91741","People in Glendora struggled to keep water out of their homes as a big storm hit. John Cádiz Klemack reports for the NBC4 News at Noon on Friday, Feb. 28,/2014.","1311 Pebble Springs Ln Glendora, CA 91741",5km,mudslide,downpour,large,above_road,0.0,0.0,,,,glc,5901.0,United States,US,California,50073.0,Glendora,2.63098,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.8406,34.148,2,2014
Yakima Herald,http://www.yakimaherald.com/news/local/rock-fall-strikes-small-truck-highway-west-of-yakima-shut/article_95a3d998-9d11-11e5-bb76-73e0032733c0.html,7756,2015-12-07 09:00:00,,Naches,A 34-mile stretch of U.S. Highway 12 was closed for more than seven hours on Monday after a rock slide struck a small truck and injured its driver.  The state Department of Transportation closed the highway from the junction with State Route 410 just west of Naches to White Pass from about 9:30 a.m. until shortly before 5 p.m.,Naches,5km,rock_fall,rain,small,above_road,0.0,1.0,,http://bloximages.newyork1.vip.townnews.com/yakimaherald.com/content/tncms/assets/v3/editorial/6/94/6945ea52-9d21-11e5-89b3-e7e17c242598/5665ec7d09291.image.jpg,,glc,7756.0,United States,US,Washington,1191.0,Tieton,5.86083,06/14/2016 06:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.7902,46.749,12,2015
pnwlocalnews,http://www.pnwlocalnews.com/east_king/mir/news/111817699.html,2841,2010-12-12 00:00:00,,"5700 West Mercer Way, WA","Matheson said a landslide at 5700 West Mercer Way pushed two cars together that were parked in a driveway. The vehicles then were pushed into a tree.  “The cars are still teetering on the ravine edge,” said occupant Christine Poli, adding that the cars were crushed. “The property manager is coming and the city already came.”","5700 West Mercer Way, WA",exact,landslide,downpour,medium,unknown,0.0,,,,,glc,2841.0,United States,US,Washington,22699.0,Mercer Island,2.21075,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2288,47.5513,12,2010
Oregon DOT,,8818,2011-02-18 22:40:00,,"OR 42, milepost 44.5",,"OR 42, milepost 44.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8818.0,United States,US,Oregon,2514.0,Myrtle Point,27.67184,07/08/2016 05:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.829,42.9634,2,2011
slidingthought.wordpress,http://slidingthought.wordpress.com/2009/11/17/landslides-from-the-november-16th-storm/,1303,2009-11-16 00:00:00,,29th Street Court Northwest near Shawnee Drive,"A landslide occurred at 29th Street Court Northwest near Shawnee Drive around 1:30am on November 16, 2009",29th Street Court Northwest near Shawnee Drive,1km,landslide,downpour,small,unknown,0.0,,,,,glc,1303.0,United States,US,Washington,12653.0,Artondale,2.88824,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6515,47.2842,11,2009
Oregon DOT,,8658,2012-03-13 05:11:00,,"US 101, milepost 178.2",,"US 101, milepost 178.2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8658.0,United States,US,Oregon,8466.0,Florence,17.10704,07/07/2016 05:51:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1219,44.1358,3,2012
The Seattle Times,http://blogs.seattletimes.com/today/2014/01/mudslide-shuts-down-amtrak-and-sounder-service-between-everett-and-seattle/#http://blogs.seattletimes.com/today/2014/01/mudslide-shuts-down-amtrak-and-sounder-service-between-everett-and-seattle/,5829,2014-01-30 14:05:00,,"14916 72nd Ave W Edmonds, WA 98026","A mudslide onto railroad tracks between Seattle and Everett this afternoon has shut down Amtrak and Sounder service for 48 hours, according to BNSF Railway spokesman Gus Melonas. The slide, which occurred at 2:05 p.m., was  south of Mukilteo on the BNSF double mainline and was 25 feet long by 10 feet deep, Melonas said. I ","14916 72nd Ave W Edmonds, WA 98026",5km,mudslide,unknown,medium,above_road,0.0,0.0,,,,glc,5829.0,United States,US,Washington,2826.0,Meadowdale,1.21149,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3337,47.8638,1,2014
oregonlive,http://www.oregonlive.com/portland/index.ssf/2012/01/southwest_skyline_boulevard_re.html,4157,2012-01-19 00:00:00,,Southwest Skyline Boulevard between Southwest Barnes Road and Westgate Drive,"A stretch of Southwest Skyline Boulevard blocked by a landslide Thursday is now open. The road was shut down between Southwest Barnes Road and Westgate Drive early Thursday after the slide, said Dan Anderson, a spokesman for the Portland Bureau of Transportation. Engineers and maintenance crews cleared the street, determined the road was stable and reopened the road about 3 p.m. Friday.",Southwest Skyline Boulevard between Southwest Barnes Road and Westgate Drive,5km,landslide,downpour,small,unknown,0.0,,,,,glc,4157.0,United States,US,Oregon,8001.0,West Haven-Sylvan,3.01179,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7297,45.5137,1,2012
KIRO,http://www.kirotv.com/news/news/people-trapped-hoquiam-slide-have-way-out-danger-p/njg57/,6647,2015-01-05 00:00:00,,Beacon Hill Drive,r one lane travel in and out of the Beacon Hill neighborhood after a mudslide trapped residents.,Beacon Hill Drive,1km,landslide,downpour,medium,above_road,0.0,0.0,,http://www.gannett-cdn.com/-mm-/c7d8eec71a6516db9966d6b44316d6607794a423/c=0-0-459-612&r=383&c=0-0-380-510/local/-/media/2015/01/06/NWGroup/KING/635561460662530627-010515-BeaconHillDrSlide-Schmizza.jpg,,glc,6647.0,United States,US,Washington,8726.0,Hoquiam,1.30246,01/12/2015 06:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8719,46.9797,1,2015
Oregon DOT,,8403,2014-01-11 10:02:00,,"OR 224, milepost 10.5",,"OR 224, milepost 10.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8403.0,United States,US,Oregon,10539.0,Damascus,2.58478,07/06/2016 03:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4753,45.3974,1,2014
NBC,http://www.nbclosangeles.com/on-air/as-seen-on/Storm-Triggers-Flooding-Mudflow_Los-Angeles-317443631.html,7348,2015-07-19 00:00:00,,Shadow Hill,"Six homes were flooded with water and mud during a thunderstorm, requiring a rescue by firefighters.",Shadow Hill,5km,debris_flow,downpour,medium,natural_slope,0.0,0.0,,,,glc,7348.0,United States,US,California,193365.0,Moreno Valley,5.33395,10/21/2015 06:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.2564,33.9805,7,2015
blogs.seattletimes,http://blogs.seattletimes.com/today/2011/11/landslide-blocks-highway-202-outside-redmond/,4062,2011-11-23 06:45:00,,"267th Avenue, Ames Lake, WA","A  “big glob” of dirt about eight feet deep and three feet wide has slid onto Highway 202 outside Redmond.The State Patrol has shut down a stretch of the road and is assessing whether more material is likely to fall, spokeswoman Julie Startup said The landslide occurred at about 7 p.m. near the intersection with 267th Avenue Northeast, near Ames Lake. One car went into a ditch as a result, but there were no injuries. The dirt is only blocking the westbound lanes, but “unstable embankments threaten the entire roadway,” according to a news release.","267th Avenue, Ames Lake, WA",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,4062.0,United States,US,Washington,1486.0,Ames Lake,4.34505,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.9831,47.5955,11,2011
Oregon DOT,,8282,2014-11-17 15:08:00,,"Historic Columbia River Highway, milepost 2,5",,"Historic Columbia River Highway, milepost 2,5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8282.0,United States,US,Oregon,15962.0,Troutdale,3.30441,07/05/2016 07:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3625,45.5152,11,2014
Oregon DOT,,8397,2014-02-11 18:04:00,,"OR 22, milepost 41.5",,"OR 22, milepost 41.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8397.0,United States,US,Oregon,1855.0,Mill City,16.71181,07/06/2016 03:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2691,44.7336,2,2014
Oregon DOT,,8763,2011-11-12 21:07:00,,"US 101, milepost 54.9",,"US 101, milepost 54.9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8763.0,United States,US,Oregon,1286.0,Bay City,5.0176,07/08/2016 04:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9271,45.5591,11,2011
q13fox.com,http://q13fox.com/2015/01/05/watch-large-loud-landslide-captured-on-live-tv/,6626,2015-01-04 23:00:00,,Queets Avenue,Police Chief Jeff Meyers says an eight-block section of Queets Avenue at the base of the Beacon Hill bluff is in danger. Cascading water has already washed out foundations of three homes.,Queets Avenue,exact,landslide,downpour,medium,bluff,0.0,0.0,,http://www.gannett-cdn.com/-mm-/a6ccf7985ac9d2ac04cefb48593152c8fedd79b2/c=0-0-1019-766&r=x513&c=680x510/local/-/media/2015/01/05/NWGroup/KING/635560614475897828-010515HoquiamSlide.JPG,,glc,6626.0,United States,US,Washington,8726.0,Hoquiam,1.65731,01/06/2015 04:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8671,46.9785,1,2015
Oregon DOT,,8646,2012-03-15 20:15:00,,"OR 38, milepost 16.9",,"OR 38, milepost 16.9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8646.0,United States,US,Oregon,4154.0,Reedsport,23.19055,07/07/2016 05:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.817,43.654,3,2012
ABC7 Eyewitness News,http://abc7.com/weather/dangerous-thunderstorms-trigger-mud-flow-in-la-county/1035397/,8742,2015-10-16 00:00:00,,Lake Hughes Road,"Severe flooding and thunderstorms in north Los Angeles County left cars stuck in a major mud flow in areas including Lancaster, Green Valley, Lake Hughes and more.  Crews worked to free vehicles that were trapped in mud in and around Castaic, Lancaster and other areas in the county throughout the afternoon Thursday.  ""It's so bad, it's like a lake,"" said John Hall at Ruben's Bar and Grill in Lancaster. ""This is wild and it's not only dirty water, I have no idea what's in this water.""  In Green Valley, cars were stuck in a deep mud flow along San Francisquito Canyon and Lake Hughes roads.  Water was rushing down near cars traveling just north of Castaic, causing a portion of the canyon to shut down and Lake Hughes to get washed out.",Lake Hughes Road,1km,mudslide,flooding,large,above_road,0.0,0.0,,http://cdn.abclocal.go.com/content/kabc/images/cms/1035434_630x354.jpg,,glc,8742.0,United States,US,California,19015.0,Castaic,11.66901,07/08/2016 02:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.5561,34.5784,10,2015
Oregon DOT,,8590,2012-05-24 22:22:00,,"US 20, milepost 10.3",,"US 20, milepost 10.3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8590.0,United States,US,Oregon,50158.0,Albany,0.50472,07/07/2016 03:52:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1071,44.641,5,2012
kirotv.com,http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/#http://www.kirotv.com/news/news/mudslide-tears-apart-abandoned-house-pacific/nd6KZ/,5926,2014-03-05 00:00:00,,"25887-27143 S Skagit Hwy Sedro-Woolley, WA 98284",Another mudslide struck a car east of Sedro Woolley when mud and debris came down on the South Skagit Highway.,"25887-27143 S Skagit Hwy Sedro-Woolley, WA 98284",10km,mudslide,downpour,medium,above_road,0.0,0.0,,,,glc,5926.0,United States,US,Washington,10540.0,Sedro-Woolley,3.51533,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1952,48.4878,3,2014
Sonoma West,http://www.sonomawest.com/sonoma_west_times_and_news/news/large-tree-and-landslide-closes-occidental-road-for-the-day/article_d9ad3372-e7e0-11e5-abeb-cb7db9c4f783.html,9390,2016-03-11 10:48:00,,Occidental Road,"The Graton Fire Department was notified of a large tree blocking the road and power lines down on the 10,000 block of Occidental Road at 10:48 a.m. on March 11. Graton Deputy Chief Bill Bullard said the incident caused power outages in the surrounding Occidental neighborhood, the Graton Fire Department as well as the Manzana Product Plant on Green Valley Road. One power pole was down with three strands of lines in the road when the Graton Fire Department arrived on the scene. A large tree completely blocked the road with a sizeable landslide of mud and soil connected to the roots of the tree and obstructing the other half of the road. Residents in the surrounding area spoke of power outages going off and on throughout the day. At 12 p.m., Sonoma County Operations Manager Nathan Mayo said the work of removing the debris would not be started until the utilities were removed which would take a few hours.",Occidental Road,5km,landslide,unknown,medium,above_road,0.0,0.0,,http://bloximages.chicago2.vip.townnews.com/sonomawest.com/content/tncms/assets/v3/editorial/d/4f/d4f8edc6-e7e0-11e5-b8da-57e8622467c8/56e354659e1f8.image.jpg?resize=300%2C225,,glc,9390.0,United States,US,California,1707.0,Graton,4.07888,08/03/2016 06:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.8947,38.4052,3,2016
Oregon DOT,,8480,2013-04-08 08:46:00,,"OR 42S, milepost 7",,"OR 42S, milepost 7",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8480.0,United States,US,Oregon,3066.0,Bandon,9.26302,07/06/2016 07:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.2948,43.1143,4,2013
Katu 2,http://katu.com/news/local/landslide-closes-sr-411-north-of-kelso-indefinitely,8961,2015-11-17 00:00:00,,SR 411 several miles north of Kelso,"The Northwest is still recovering from Tuesday's blast of rain and wind. One trouble spot is SR 411 in Southwest Washington. The road is blocked near milepost 6 several miles north of Kelso, and closed indefinitely due to a landslide.       ""I gotta figure out how to get through here,"" said Kelso resident Terry Tinker.   The landslide happened on Wednesday morning as a result of the storm the day before. Washington State Department of Transportation spokesman Bart Treece said about 5,000 cars use the road every day.",SR 411 several miles north of Kelso,5km,landslide,rain,medium,above_road,0.0,0.0,,https://lintvkoin.files.wordpress.com/2015/11/landslide-closes-sr-411.jpg?w=650,,glc,8961.0,United States,US,Washington,1982.0,Castle Rock,2.50456,07/14/2016 04:18:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.889,46.2567,11,2015
Oregon DOT,,8159,2015-11-02 04:04:00,,"US 101, milepost 58",,"US 101, milepost 58",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8159.0,United States,US,Oregon,1286.0,Bay City,3.17765,07/01/2016 03:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9045,45.5491,11,2015
Oregon DOT,,8425,2013-12-01 22:25:00,,"OR 6, milepost 20.2",,"OR 6, milepost 20.2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8425.0,United States,US,Oregon,4935.0,Tillamook,24.03824,07/06/2016 05:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5789,45.5642,12,2013
kndo,http://www.kndo.com/story/19059499/mudslide-closes-river-canyon-road,4464,2012-07-17 00:00:00,,"Canyon Rd, Ellenburg, WA","Tuesday night's storm caused some serious problems for folks trying to get through the Yakima River Canyon. Heavy rain caused two mudslides on State Route 821, closing down part of it. Department of Transportation crews who were hard at work, cleaning up tons of mud and rock that slid onto the canyon road about six miles south of Ellensburg. Two separate mudslides covered the highway, in some area's as high as 10 feet. Not a common sight for SR-821. Normally it's just rocks. The last time this happened in about the same area was about 1998,"" said Scott Clark, a maintenance supervisor with the DOT.DOT crews say several inches of rain fell in just one hour and that took a lot of the material off the mountain, pushing 500 tons of mud and rock into the roadway.""The ground's soaking up just so much and it's saturated. And then when you're getting more on top of it, it's just causing, there's nowhere for it to go so it's causing slides and running down the hill,"" said Clark.","Canyon Rd, Ellenburg, WA",10km,mudslide,downpour,medium,unknown,,,,,,glc,4464.0,United States,US,Washington,1381.0,Kittitas,10.43774,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.5001,46.9085,7,2012
